method,regime,metric,seed_mean_average,seed_mean_std,pooled_count,pooled_min,pooled_p05,pooled_median,pooled_p95,pooled_max
C1,hard,alignment.gradient_norm,3.681395233074824,0.5384922416774445,300,0.2728992700576782,1.643452650308609,3.2990230321884155,6.802678966522218,8.82278060913086
C1,hard,alignment.task_gradient_norm,6.292843859195709,0.07015576721268678,300,1.3823708295822144,2.731778728961945,5.981356382369995,11.131888628005983,18.448673248291016
C1,hard,raw_O1_alignment.cosine,0.2509101163689047,0.04570942723556213,300,-0.9105117321014404,-0.7916520297527313,0.3885921388864517,0.8513812929391861,0.9531872272491455
C1,hard,raw_O1_alignment.dot,10.176793862581253,3.8335770156604583,300,-26.016494750976562,-10.332283353805542,6.650680780410767,42.56042041778564,96.20990753173828
C1,hard,raw_O1_alignment.gradient_norm,3.681395233074824,0.5384922416774445,300,0.2728992700576782,1.643452650308609,3.2990230321884155,6.802678966522218,8.82278060913086
C1,hard,raw_O1_alignment.task_gradient_norm,6.292843859195709,0.07015576721268678,300,1.3823708295822144,2.731778728961945,5.981356382369995,11.131888628005983,18.448673248291016
C1,hard,effective_direction.cosine,0.2509101128593708,0.04570943171724196,300,-0.9105114340782166,-0.7916520923376084,0.3885921388864517,0.8513814061880112,0.9531872272491455
C1,hard,effective_direction.dot,0.4683763531067719,0.11334661367200309,300,-2.0099501609802246,-0.7870978981256485,0.4298868477344513,1.694053000211716,3.445261240005493
C1,hard,effective_direction.gradient_norm,0.2029922252893448,0.01735317296254441,300,0.1659538596868515,0.17201528176665307,0.20090583711862564,0.23881007879972457,0.2453049272298813
C1,hard,effective_direction.task_gradient_norm,6.292843859195709,0.07015576721268678,300,1.3823708295822144,2.731778728961945,5.981356382369995,11.131888628005983,18.448673248291016
C1,hard,before.accuracy,0.40541666666666665,0.02673169155390909,300,0.0,0.0,0.375,0.875,1.0
C1,hard,before.nll,1.3139047340552013,0.019502731901290673,300,0.41721266508102417,0.6950897604227066,1.2539527416229248,2.156795895099641,3.241307020187378
C1,hard,before.margin,-0.026497344012216976,0.0033169490258490356,300,-0.2938343286514282,-0.1467306323349476,-0.015470270998775959,0.06967137195169926,0.18176572024822235
C1,hard,before.query_nll,1.3139047283213585,0.01950272799400866,2400,0.11873169988393784,0.39196743816137314,1.2163022756576538,2.6910789608955383,4.187764644622803
C1,hard,after.accuracy,0.3933333333333333,0.03685557397915997,300,0.0,0.0,0.375,0.875,1.0
C1,hard,after.nll,1.3391778627038002,0.06329753943589919,300,0.4427236020565033,0.7302428454160691,1.2561501264572144,2.1462592005729677,3.07315993309021
C1,hard,after.margin,-0.03049364513717592,0.008584831605872608,300,-0.27998581528663635,-0.15205100700259208,-0.02184676192700863,0.060867827199399496,0.11421723663806915
C1,hard,after.query_nll,1.3391778649886448,0.06329754090978097,2400,0.20553363859653473,0.4215498879551888,1.1951257586479187,2.6377657055854793,4.322468280792236
C1,hard,after.update_norm,0.20299222548802692,0.017353172372542712,300,0.1659538596868515,0.172015281021595,0.20090583711862564,0.23881007730960846,0.2453049272298813
C1,hard,after.accuracy_delta,-0.012083333333333333,0.036257183196345154,300,-1.0,-0.75,0.0,0.75,1.0
C1,hard,after.nll_delta,0.02527312864859899,0.04809734642307067,300,-1.8104931116104126,-0.9830991983413696,-0.013516902923583984,1.0180381625890733,1.698606789112091
C1,hard,after.margin_delta,-0.003996301124958942,0.00843344599760859,300,-0.21122100204229355,-0.15441623125225304,-0.005970539525151253,0.1534354604780674,0.2507384605705738
C1,hard,after.query_nll_delta,0.025273136667286353,0.048097351678251445,2400,-2.6786617636680603,-1.4648840874433517,-0.1155424565076828,1.6687344282865502,2.8658646941184998
C1,hard,after.episode_nll_improves,0.5066666666666667,0.020816659994661344,300,0.0,0.0,1.0,1.0,1.0
C1,hard,after.query_nll_improves_fraction,0.5483333333333333,0.051148273023957816,300,0.0,0.0,0.5,1.0,1.0
C1,hard,O1_inner_loss_before,1.6594242942333222,0.02456879257388049,300,1.4148855209350586,1.4686074256896973,1.6139700412750244,2.0056305646896364,2.3310861587524414
C1,hard,O1_inner_loss_after,1.6549228755633036,0.06633346572010367,300,1.4379276037216187,1.4787440836429595,1.6362723112106323,1.9022262215614318,2.220580577850342
C1,hard,own_inner_loss_before,1.6594242942333222,0.02456879257388049,300,1.4148855209350586,1.4686074256896973,1.6139700412750244,2.0056305646896364,2.3310861587524414
C1,hard,own_inner_loss_after,1.6549228755633036,0.06633346572010367,300,1.4379276037216187,1.4787440836429595,1.6362723112106323,1.9022262215614318,2.220580577850342
C1,hard,step.step_scale,1.3319781613349915,0.13598966976759652,300,0.511429488658905,0.6435119450092316,1.1716323494911194,2.50407294034958,12.217716217041016
C1,hard,step.chosen_eta,0.0665989090440174,0.006799483596005822,300,0.02557147480547428,0.03217559941112995,0.05858161859214306,0.125203649699688,0.6108857989311218
C1,hard,step.norm_guarded,0,0.0,300,False,0.0,0.0,0.0,False
C1,hard,step.O0_gradient_norm,4.059844428698222,0.3470634360672528,300,3.319077253341675,3.4403053879737855,4.01811671257019,4.776200699806213,4.906098365783691
C1,hard,step.O0_update_budget,0.2029922248919805,0.01735317125741693,300,0.1659538596868515,0.17201526686549187,0.20090585947036743,0.23881003484129906,0.2453049272298813
C1,hard,step.budget_absolute_error,1.2715657552083332e-08,1.5293364046355734e-09,300,0.0,0.0,1.4901161193847656e-08,2.9802322387695312e-08,5.960464477539063e-08
C1,hard,representation_shift,0.5967761210600535,0.05265389268781872,300,0.4624616801738739,0.503185224533081,0.5908434689044952,0.7110386282205582,0.7395299077033997
C1,hard,normal_output_max_error,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0
C1,hard,normal_state_max_error,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0
C1,hard,nonfinite_elements,0,0.0,300,0,0.0,0.0,0.0,0
C1,hard,all_finite,1,0.0,300,True,1.0,1.0,1.0,True
C2,easy,alignment.cosine,0.4106405133195221,0.2787286589335989,300,-0.8705061078071594,-0.6256754994392395,0.6038753986358643,0.8867481976747513,0.9557448625564575
C2,easy,alignment.dot,102.09001574382187,74.51080552108591,300,-121.45169067382812,-23.656640434265135,56.16998481750488,393.9526062011719,713.3147583007812
C2,easy,alignment.gradient_norm,14.053244610627491,4.1808768724938385,300,3.059521436691284,6.401307320594788,13.01412296295166,24.485471630096438,30.679250717163086
C2,easy,alignment.task_gradient_norm,10.362002965112527,2.7680815651453425,300,0.11623211205005646,0.6241953343153,8.114083290100098,27.248895549774172,31.657001495361328
C2,easy,raw_O1_alignment.cosine,0.4106405133195221,0.2787286589335989,300,-0.8705061078071594,-0.6256754994392395,0.6038753986358643,0.8867481976747513,0.9557448625564575
C2,easy,raw_O1_alignment.dot,102.09001574382187,74.51080552108591,300,-121.45169067382812,-23.656640434265135,56.16998481750488,393.9526062011719,713.3147583007812
C2,easy,raw_O1_alignment.gradient_norm,14.053244610627491,4.1808768724938385,300,3.059521436691284,6.401307320594788,13.01412296295166,24.485471630096438,30.679250717163086
C2,easy,raw_O1_alignment.task_gradient_norm,10.362002965112527,2.7680815651453425,300,0.11623211205005646,0.6241953343153,8.114083290100098,27.248895549774172,31.657001495361328
C2,easy,effective_direction.cosine,0.4106405161585038,0.2787286634874687,300,-0.8705059289932251,-0.6256754487752915,0.6038753688335419,0.8867481380701066,0.9557448625564575
C2,easy,effective_direction.dot,0.6587519670343802,0.4179561394609338,300,-0.6365113854408264,-0.1656518079340458,0.3053460717201233,2.341290271282197,4.705961227416992
C2,easy,effective_direction.gradient_norm,0.09649462326740225,0.014243068047108025,300,0.022517120465636253,0.040090204775333406,0.08676855638623238,0.17559534162282947,0.33820798993110657
C2,easy,effective_direction.task_gradient_norm,10.362002965112527,2.7680815651453425,300,0.11623211205005646,0.6241953343153,8.114083290100098,27.248895549774172,31.657001495361328
C2,easy,before.accuracy,0.7758333333333334,0.09995571936279249,300,0.0,0.25,0.875,1.0,1.0
C2,easy,before.nll,0.5559194744362806,0.20889473537059772,300,0.005686507094651461,0.02851496515795589,0.3366798311471939,1.7930660724639893,2.9200637340545654
C2,easy,before.margin,0.2071880392326663,0.013715260003289792,300,-0.22809892892837524,-0.09160979762673378,0.22383016347885132,0.4639766976237298,0.5599768161773682
C2,easy,before.query_nll,0.5559194752642118,0.20889473712190973,2400,0.0007569308509118855,0.004293782939203084,0.13248343765735626,2.629509699344633,5.548318386077881
C2,easy,after.accuracy,0.8670833333333333,0.051071844820148586,300,0.0,0.375,1.0,1.0,1.0
C2,easy,after.nll,0.3444877121752749,0.09694639092031862,300,0.012300100177526474,0.03904443718492985,0.2625087946653366,1.025872379541397,1.7417529821395874
C2,easy,after.margin,0.21314852988968291,0.031025891485479733,300,-0.10408853739500046,0.024859887268394235,0.21381589770317078,0.3967624679207802,0.48295432329177856
C2,easy,after.query_nll,0.3444877111164775,0.09694638786395493,2400,0.0028653775807470083,0.013058959692716598,0.1406182125210762,1.3555441915988888,3.263392925262451
C2,easy,after.update_norm,0.09649462342262267,0.014243067688449209,300,0.022517118602991104,0.040090204775333406,0.08676855266094208,0.17559535652399066,0.3382079601287842
C2,easy,after.accuracy_delta,0.09125,0.15062888999126298,300,-1.0,-0.375,0.0,0.625,0.875
C2,easy,after.nll_delta,-0.21143176226100574,0.2986523649060835,300,-2.23675274848938,-1.175246012210846,-0.077744010835886,0.4837615579366687,1.6294992715120316
C2,easy,after.margin_delta,0.005960490657016636,0.04433749603350064,300,-0.5083886161446571,-0.23362881913781164,0.0013998448848724365,0.24064399786293508,0.4230618327856064
C2,easy,after.query_nll_delta,-0.21143176414773432,0.2986523635790804,2400,-4.391303658485413,-1.851940254867077,-0.013472371734678745,0.7783711379393926,3.2253298200666904
C2,easy,after.episode_nll_improves,0.6333333333333333,0.27428695436227607,300,0.0,0.0,1.0,1.0,1.0
C2,easy,after.query_nll_improves_fraction,0.5366666666666666,0.10339044120871782,300,0.0,0.0,0.5,1.0,1.0
C2,easy,O1_inner_loss_before,2.257946434020996,0.39478798081646366,300,1.4929139614105225,1.6735691010951996,2.1997100114822388,3.0522119045257567,3.7511651515960693
C2,easy,O1_inner_loss_after,2.003167354663213,0.3112980684205072,300,1.4167790412902832,1.5677048325538636,1.9456866979599,2.5879340767860413,3.312145948410034
C2,easy,own_inner_loss_before,2.257946434020996,0.39478798081646366,300,1.4929139614105225,1.6735691010951996,2.1997100114822388,3.0522119045257567,3.7511651515960693
C2,easy,own_inner_loss_after,2.003167354663213,0.3112980684205072,300,1.4167790412902832,1.5677048325538636,1.9456866979599,2.5879340767860413,3.312145948410034
C2,easy,step.chosen_eta,0.007770833449127774,0.0013456866090593073,300,0.0031250000465661287,0.0031250000465661287,0.0062500000931322575,0.013125000195577883,0.05000000074505806
C2,easy,step.backtracking_trials,3.8966666666666665,0.2205296654269744,300,1.0,2.950000000000001,4.0,5.0,5.0
C2,easy,step.step_accepted,1,0.0,300,True,1.0,1.0,1.0,True
C2,easy,step.step_rejected,0,0.0,300,False,0.0,0.0,0.0,False
C2,easy,step.armijo_rhs,2.257803156773249,0.39473200632920363,300,1.4929026365280151,1.6735284566879272,2.1994811296463013,3.0518556475639342,3.750576972961426
C2,easy,step.armijo_satisfied,1,0.0,300,True,1.0,1.0,1.0,True
C2,easy,step.armijo_margin,0.2546358021100362,0.08574109672467271,300,0.0006041526794433594,0.026017701625823977,0.20739507675170898,0.6672916889190675,0.984438419342041
C2,easy,representation_shift,0.2799910515298446,0.045195805795648816,300,0.06420277804136276,0.11280508451163769,0.25191208720207214,0.5252858519554139,0.9111281037330627
C2,easy,normal_output_max_error,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0
C2,easy,normal_state_max_error,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0
C2,easy,nonfinite_elements,0,0.0,300,0,0.0,0.0,0.0,0
C2,easy,all_finite,1,0.0,300,True,1.0,1.0,1.0,True
C2,hard,alignment.cosine,0.2509101163689047,0.04570942723556213,300,-0.9105117321014404,-0.7916520297527313,0.3885921388864517,0.8513812929391861,0.9531872272491455
C2,hard,alignment.dot,10.176793862581253,3.8335770156604583,300,-26.016494750976562,-10.332283353805542,6.650680780410767,42.56042041778564,96.20990753173828
C2,hard,alignment.gradient_norm,3.681395233074824,0.5384922416774445,300,0.2728992700576782,1.643452650308609,3.2990230321884155,6.802678966522218,8.82278060913086
C2,hard,alignment.task_gradient_norm,6.292843859195709,0.07015576721268678,300,1.3823708295822144,2.731778728961945,5.981356382369995,11.131888628005983,18.448673248291016
C2,hard,raw_O1_alignment.cosine,0.2509101163689047,0.04570942723556213,300,-0.9105117321014404,-0.7916520297527313,0.3885921388864517,0.8513812929391861,0.9531872272491455
C2,hard,raw_O1_alignment.dot,10.176793862581253,3.8335770156604583,300,-26.016494750976562,-10.332283353805542,6.650680780410767,42.56042041778564,96.20990753173828
C2,hard,raw_O1_alignment.gradient_norm,3.681395233074824,0.5384922416774445,300,0.2728992700576782,1.643452650308609,3.2990230321884155,6.802678966522218,8.82278060913086
C2,hard,raw_O1_alignment.task_gradient_norm,6.292843859195709,0.07015576721268678,300,1.3823708295822144,2.731778728961945,5.981356382369995,11.131888628005983,18.448673248291016
C2,hard,effective_direction.cosine,0.2509101132210344,0.045709429171424065,300,-0.9105116128921509,-0.7916520327329636,0.38859203457832336,0.8513813555240631,0.9531872272491455
C2,hard,effective_direction.dot,0.4334824901617443,0.1372207432652437,300,-1.0179105997085571,-0.32881477773189544,0.2422180026769638,1.6197750151157382,4.810495853424072
C2,hard,effective_direction.gradient_norm,0.14723299680898586,0.019597098978333123,300,0.013644963502883911,0.048448844254016875,0.13051902502775192,0.316791307926178,0.44113901257514954
C2,hard,effective_direction.task_gradient_norm,6.292843859195709,0.07015576721268678,300,1.3823708295822144,2.731778728961945,5.981356382369995,11.131888628005983,18.448673248291016
C2,hard,before.accuracy,0.40541666666666665,0.02673169155390909,300,0.0,0.0,0.375,0.875,1.0
C2,hard,before.nll,1.3139047340552013,0.019502731901290673,300,0.41721266508102417,0.6950897604227066,1.2539527416229248,2.156795895099641,3.241307020187378
C2,hard,before.margin,-0.026497344012216976,0.0033169490258490356,300,-0.2938343286514282,-0.1467306323349476,-0.015470270998775959,0.06967137195169926,0.18176572024822235
C2,hard,before.query_nll,1.3139047283213585,0.01950272799400866,2400,0.11873169988393784,0.39196743816137314,1.2163022756576538,2.6910789608955383,4.187764644622803
C2,hard,after.accuracy,0.4625,0.04222336438513634,300,0.0,0.0,0.5,1.0,1.0
C2,hard,after.nll,1.2353605051835377,0.02568832284815788,300,0.43263864517211914,0.7649046182632446,1.1591156125068665,1.9834281444549562,2.297487497329712
C2,hard,after.margin,-0.012702862879571815,0.003650146979191556,300,-0.17873242497444153,-0.11101471148431301,-0.0028537651523947716,0.055163167975842975,0.11433903872966766
C2,hard,after.query_nll,1.2353605069965123,0.025688316871863227,2400,0.2486993968486786,0.48921756744384765,1.1411386132240295,2.317032194137573,3.657022476196289
C2,hard,after.update_norm,0.1472329964923362,0.01959709920582772,300,0.013644963502883911,0.048448847606778145,0.13051901757717133,0.3167912796139717,0.44113901257514954
C2,hard,after.accuracy_delta,0.05708333333333333,0.018805473493994595,300,-1.0,-0.625,0.0,0.75,1.0
C2,hard,after.nll_delta,-0.07854422887166342,0.006470590767749263,300,-2.0109336376190186,-0.8538275003433228,-0.056645750999450684,0.7790958821773535,1.383828043937683
C2,hard,after.margin_delta,0.01379448113264516,0.001617281073892883,300,-0.2484903335571289,-0.11563114505261182,0.009991916827857494,0.14510050043463707,0.2803967706859112
C2,hard,after.query_nll_delta,-0.07854422132484615,0.006470588690139596,2400,-2.492348074913025,-1.368362557888031,-0.11964839696884155,1.2301760695874684,3.3836178928613663
C2,hard,after.episode_nll_improves,0.5566666666666668,0.005773502691896263,300,0.0,0.0,1.0,1.0,1.0
C2,hard,after.query_nll_improves_fraction,0.58625,0.04764779638136481,300,0.0,0.0,0.625,1.0,1.0
C2,hard,O1_inner_loss_before,1.6594242942333222,0.02456879257388049,300,1.4148855209350586,1.4686074256896973,1.6139700412750244,2.0056305646896364,2.3310861587524414
C2,hard,O1_inner_loss_after,1.5400011972586314,0.013017429780145334,300,1.3976953029632568,1.426331913471222,1.5034926533699036,1.773684161901474,1.9263797998428345
C2,hard,own_inner_loss_before,1.6594242942333222,0.02456879257388049,300,1.4148855209350586,1.4686074256896973,1.6139700412750244,2.0056305646896364,2.3310861587524414
C2,hard,own_inner_loss_after,1.5400011972586314,0.013017429780145334,300,1.3976953029632568,1.426331913471222,1.5034926533699036,1.773684161901474,1.9263797998428345
C2,hard,step.chosen_eta,0.03970833392503361,0.004366658780073769,300,0.012500000186264515,0.02500000037252903,0.05000000074505806,0.05000000074505806,0.05000000074505806
C2,hard,step.backtracking_trials,1.42,0.18193405398660256,300,1.0,1.0,1.0,2.0,3.0
C2,hard,step.step_accepted,1,0.0,300,True,1.0,1.0,1.0,True
C2,hard,step.step_rejected,0,0.0,300,False,0.0,0.0,0.0,False
C2,hard,step.armijo_rhs,1.659359351793925,0.024549544274626883,300,1.41488516330719,1.4686001360416412,1.6139413714408875,2.005358362197876,2.3306970596313477
C2,hard,step.armijo_satisfied,1,0.0,300,True,1.0,1.0,1.0,True
C2,hard,step.armijo_margin,0.11935815453529358,0.011829030208756244,300,0.00016355514526367188,0.012481242418289185,0.08822810649871826,0.3338700413703919,0.5443433523178101
C2,hard,representation_shift,0.4343401578317086,0.06411473727888779,300,0.03789002448320389,0.14271238818764687,0.38757652044296265,0.9523880124092102,1.327884316444397
C2,hard,normal_output_max_error,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0
C2,hard,normal_state_max_error,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0
C2,hard,nonfinite_elements,0,0.0,300,0,0.0,0.0,0.0,0
C2,hard,all_finite,1,0.0,300,True,1.0,1.0,1.0,True
