scope,feature,count,harm_count,harm_gt_005_count,spearman,auroc_harm,auroc_harm_gt_005
step/P_O0_resume/200/hard,query_js,2400,1037,956,-0.15662197250381468,0.45998637358314626,0.48781713974431784
step/P_O0_resume/200/hard,representation_displacement,2400,1037,956,-0.1344930763008813,0.4673733631142942,0.4870891236569733
step/P_O0_resume/200/hard,prediction_changed,2400,1037,956,-0.17065844106173422,0.451358432070614,0.46531456090126216
step/P_O0_resume/200/hard,delta_max_probability,2400,1037,956,-0.04749304470365359,0.4167596437321666,0.40493196490455385
step/P_O0_resume/200/hard,delta_entropy,2400,1037,956,0.0562712406720904,0.5861863791016328,0.5985364341264966
step/P_O0_resume/200/hard,delta_probability_gap,2400,1037,956,-0.061174008016320836,0.41205548767502626,0.40100140242701005
state/seed7_P_O0_resume_step200/hard,query_entropy,800,310,285,0.015560086812635645,0.4605990783410138,0.45409640606370294
state/seed7_P_O0_resume_step200/hard,query_max_probability,800,310,285,-0.008713115176742463,0.5338183015141541,0.5444660194174757
state/seed7_P_O0_resume_step200/hard,query_probability_gap,800,310,285,0.02952857738840217,0.5459907834101383,0.5578470447964572
state/seed7_P_O0_resume_step200/hard,query_js,800,310,285,-0.17998619529093013,0.4854707044107966,0.49231136092658834
state/seed7_P_O0_resume_step200/hard,representation_displacement,800,310,285,-0.1592238894123272,0.4793285055957867,0.47146312382898997
state/seed7_P_O0_resume_step200/hard,prediction_changed,800,310,285,-0.1483573562300784,0.46362738643844636,0.4745358541986033
state/seed7_P_O0_resume_step200/hard,delta_max_probability,800,310,285,-0.041081548564919634,0.40727452271231074,0.3912451030488843
state/seed7_P_O0_resume_step200/hard,delta_entropy,800,310,285,0.03417563152442426,0.5992231731402239,0.616412876852325
state/seed7_P_O0_resume_step200/hard,delta_probability_gap,800,310,285,-0.08392625613477521,0.3895523370638578,0.374368932038835
step/P_O0_resume/400/easy,query_entropy,2400,1477,951,-0.13434854762995618,0.274265351496511,0.5689590485914722
step/P_O0_resume/400/easy,query_max_probability,2400,1477,951,0.15498022796204927,0.7354597875257377,0.4409299281058985
step/P_O0_resume/400/easy,query_probability_gap,2400,1477,951,0.1627386402324028,0.7387430672258121,0.44563312455234
step/P_O0_resume/400/easy,query_js,2400,1477,951,0.30233595005832464,0.5337178007894249,0.816354003159654
